season,rank,player_id,player,age,team,position,games,games_started,minutes_per_game,field_goals_made,field_goal_attempts,field_goal_pct,three_pointers_made,three_point_attempts,three_point_pct,two_pointers_made,two_point_attempts,two_point_pct,effective_field_goal_pct,free_throws_made,free_throw_attempts,free_throw_pct,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,awards,is_multi_team_total
2024-25,276,greenaj01,A.J. Green,25,MIL,SG,73,7,22.7,2.5,5.8,0.429,2.1,5,0.427,0.4,0.8,0.443,0.612,0.3,0.4,0.815,0.2,2.1,2.4,1.5,0.5,0.1,0.5,2.2,7.4,,FALSE
2024-25,277,greenjo02,Josh Green,24,CHO,SG,68,67,27.8,2.6,6.2,0.428,1.4,3.6,0.391,1.2,2.5,0.48,0.543,0.7,1.1,0.681,0.8,1.7,2.5,1.6,1.1,0.2,1,2.4,7.4,,FALSE
2024-25,278,holmeri01,Richaun Holmes,31,WAS,PF,31,7,17.2,2.9,4.5,0.647,0,0.1,0,2.9,4.4,0.662,0.647,1.6,1.9,0.833,2,3.7,5.7,1.4,0.3,0.7,0.7,1.6,7.4,,FALSE
2024-25,279,baughda01,Damion Baugh,24,CHO,SG,15,2,24.7,2.8,8.7,0.323,0.8,3.7,0.214,2,4.9,0.405,0.369,0.9,1,0.867,0.9,2.4,3.3,3.7,1,0.1,2.1,1.5,7.3,,FALSE
2024-25,280,burksal01,Alec Burks,33,MIA,SG,49,14,17.6,2.3,5.5,0.424,1.8,4.2,0.425,0.6,1.3,0.422,0.587,0.8,1,0.776,0.3,2.2,2.5,1.1,0.6,0.1,0.6,0.8,7.3,,FALSE
2024-25,281,councri01,Ricky Council IV,23,PHI,SF,73,12,17.1,2.4,6.3,0.382,0.8,2.9,0.258,1.7,3.4,0.488,0.442,1.7,2.1,0.804,0.7,2.2,2.9,1.3,0.4,0.2,0.7,0.9,7.3,,FALSE
2024-25,282,drumman01,Andre Drummond,31,PHI,C,40,23,18.8,2.9,5.9,0.5,0.1,0.5,0.15,2.9,5.4,0.533,0.506,1.4,2.3,0.622,2.7,5,7.8,0.9,1,0.5,1.4,2.4,7.3,,FALSE
2024-25,283,jonestr01,Tre Jones,25,2TM,PG,46,9,19.7,2.8,5.2,0.538,0.4,1,0.396,2.4,4.1,0.574,0.578,1.2,1.5,0.821,0.7,1.8,2.5,4.2,0.8,0.2,0.8,1.2,7.2,,TRUE
2024-25,284,bitadgo01,Goga Bitadze,25,ORL,C,70,42,20.4,3,4.8,0.611,0,0.4,0.107,2.9,4.4,0.656,0.615,1.2,1.9,0.639,2.4,4.2,6.6,2,0.7,1.4,1,2.1,7.2,,FALSE
2024-25,285,dasiltr01,Tristan Da Silva,23,ORL,SF,74,38,22,2.7,6.5,0.412,1.1,3.2,0.335,1.6,3.3,0.488,0.495,0.7,0.9,0.873,1,2.3,3.3,1.5,0.4,0.2,0.8,1.3,7.2,,FALSE
2024-25,286,jacksgg01,GG Jackson II,20,MEM,PF,29,3,15.8,2.6,6.9,0.372,1.1,3.3,0.337,1.4,3.6,0.404,0.452,1,1.4,0.725,0.9,2.2,3.2,1,0.4,0.2,1.1,1,7.2,,FALSE
2024-25,287,krejcvi01,Vít Krejčí,24,ATL,PG,57,16,20.2,2.5,5.1,0.497,1.6,3.6,0.437,1,1.5,0.64,0.651,0.6,0.8,0.711,0.4,2.4,2.7,2.6,0.6,0.5,0.9,1.8,7.2,,FALSE
2024-25,288,merrisa01,Sam Merrill,28,CLE,SG,71,4,19.7,2.4,6,0.406,1.9,5.2,0.372,0.5,0.8,0.625,0.567,0.4,0.4,0.966,0.5,1.7,2.2,1.5,0.7,0.2,0.5,1.7,7.2,,FALSE
2024-25,289,plowdda01,Daeqwon Plowden,26,ATL,SG,6,0,12,2.7,4.2,0.64,1.5,2.8,0.529,1.2,1.3,0.875,0.82,0.3,0.3,1,0.7,1.2,1.8,0.3,0,0,0.7,1.7,7.2,,FALSE
2024-25,290,tomlina01,Nae'Qwan Tomlin,24,CLE,PF,5,1,12.6,2.6,6.4,0.406,0.4,2,0.2,2.2,4.4,0.5,0.438,1.6,2.2,0.727,1.8,2.4,4.2,0.4,0,0.2,0.4,1.8,7.2,,FALSE
2024-25,291,okogijo01,Josh Okogie,26,2TM,SG,40,7,15.6,2.4,5.3,0.443,0.8,2.3,0.348,1.6,3,0.517,0.519,1.6,2.1,0.741,1.1,1.7,2.8,0.8,1.2,0.5,0.8,1.2,7.1,,TRUE
2024-25,292,hoodsja01,Jalen Hood-Schifino,21,2TM,SG,15,0,21,2.5,6.5,0.378,0.9,3.1,0.304,1.5,3.5,0.442,0.449,1.2,1.4,0.857,0.2,1.6,1.8,2.5,0.3,0.5,1.2,1.7,7.1,,TRUE
2024-25,293,battlja01,Jamison Battle,23,TOR,SF,59,10,17.7,2.5,5.9,0.429,1.8,4.4,0.405,0.7,1.5,0.5,0.581,0.3,0.3,0.889,0.6,2.1,2.7,0.9,0.3,0.2,0.5,1.6,7.1,,FALSE
2024-25,294,carusal01,Alex Caruso,30,OKC,SG,54,3,19.3,2.6,5.8,0.446,1.1,3.1,0.353,1.5,2.7,0.556,0.541,0.8,0.9,0.824,0.7,2.2,2.9,2.5,1.6,0.6,0.7,1.9,7.1,6MOY-8,FALSE
2024-25,295,sheadja01,Jamal Shead,22,TOR,PG,75,11,19.6,2.7,6.7,0.405,1,3,0.323,1.8,3.7,0.47,0.476,0.7,0.9,0.768,0.4,1.1,1.5,4.2,0.8,0.1,1.6,2.1,7.1,,FALSE
2024-25,296,dowtije01,Jeff Dowtin Jr.,27,PHI,PG,41,3,15.1,2.7,5.6,0.487,0.7,1.7,0.4,2,3.9,0.525,0.548,0.8,1.1,0.733,0.3,1.2,1.5,1.9,0.6,0.3,0.4,0.7,7,,FALSE
2024-25,297,garrema01,Marcus Garrett,26,CHO,SG,4,0,19.8,2.8,6.8,0.407,0.8,2,0.375,2,4.8,0.421,0.463,0.8,1,0.75,0.3,1.3,1.5,3.3,0.8,0.5,1.5,2.5,7,,FALSE
2024-25,298,jacksis01,Isaiah Jackson,23,IND,C,5,1,16.8,2.8,4.6,0.609,0,0,,2.8,4.6,0.609,0.609,1.4,2.8,0.5,2.2,3.4,5.6,1,0.6,1.6,1,2.8,7,,FALSE
2024-25,299,simsja01,Jaylen Sims,26,CHO,SG,6,0,18.7,2,4.7,0.429,1,2.5,0.4,1,2.2,0.462,0.536,2,2.5,0.8,0.5,0.5,1,2,0.5,0.2,1.3,1.7,7,,FALSE
2024-25,300,robinor01,Orlando Robinson,24,2TM,C,44,8,17.5,2.6,5.9,0.444,0.4,1.2,0.327,2.3,4.8,0.474,0.477,1.2,1.6,0.771,2,3,5,1.8,0.4,0.4,1.1,2.3,6.9,,TRUE
2024-25,301,laravja01,Jake LaRavia,23,2TM,PF,66,0,20.4,2.4,5.1,0.475,0.9,2.2,0.423,1.5,3,0.513,0.564,1.2,1.7,0.678,1.4,2.6,3.9,2.4,0.9,0.3,1.3,2,6.9,,TRUE
2024-25,302,dunnry01,Ryan Dunn,22,PHO,SF,74,44,19.1,2.8,6.4,0.43,1.1,3.6,0.311,1.7,2.9,0.577,0.516,0.3,0.5,0.487,1.2,2.4,3.6,0.8,0.6,0.5,0.5,2.2,6.9,,FALSE
2024-25,303,huffja01,Jay Huff,26,MEM,C,64,2,11.7,2.5,4.8,0.515,1.3,3.1,0.405,1.2,1.6,0.724,0.648,0.7,0.9,0.786,0.5,1.5,2,0.6,0.3,0.9,0.5,1.2,6.9,,FALSE
2024-25,304,payneca01,Cameron Payne,30,NYK,PG,72,5,15.1,2.5,6.2,0.401,1.3,3.6,0.363,1.2,2.6,0.453,0.506,0.7,0.8,0.907,0.2,1.3,1.4,2.8,0.5,0.2,0.7,1.5,6.9,,FALSE
2024-25,305,reevean01,Antonio Reeves,24,NOP,SG,44,6,15,2.6,5.6,0.456,1.2,2.9,0.395,1.4,2.7,0.521,0.558,0.6,0.8,0.8,0.4,1,1.4,0.9,0.5,0.1,0.7,0.9,6.9,,FALSE
2024-25,306,martico01,Cody Martin,29,2TM,SF,53,8,22.1,2.6,6.1,0.418,0.8,2.8,0.285,1.8,3.3,0.534,0.485,0.8,1.2,0.705,1,3.2,4.2,2,1.1,0.6,1,1.8,6.8,,TRUE
2024-25,307,bolbo01,Bol Bol,25,PHO,PF,36,10,12.4,2.7,5.1,0.525,0.9,2.6,0.344,1.8,2.5,0.711,0.612,0.6,0.7,0.769,0.6,2.3,2.9,0.6,0.3,0.7,0.6,0.6,6.8,,FALSE
2024-25,308,gordoer01,Eric Gordon,36,PHI,SG,39,13,19.7,2.2,5.2,0.426,1.4,3.5,0.409,0.8,1.7,0.463,0.564,0.9,1.2,0.75,0.2,1,1.2,1.7,0.7,0.3,0.7,0.8,6.8,,FALSE
2024-25,309,hayesja02,Jaxson Hayes,24,LAL,C,56,35,19.5,2.9,4,0.722,0,0.1,0,2.9,3.9,0.732,0.722,1.1,1.8,0.622,1.4,3.4,4.8,1,0.6,0.9,0.8,2.4,6.8,,FALSE
2024-25,310,baglema02,Marcus Bagley,23,PHI,SF,10,4,25.3,2.7,6.9,0.391,0.5,3.2,0.156,2.2,3.7,0.595,0.428,0.8,1,0.8,2.3,4.7,7,1,0.9,1.2,0.7,1.6,6.7,,FALSE
2024-25,311,jeffrda01,DaQuan Jeffries,27,CHO,SG,47,20,22.8,2.5,6.2,0.405,1.2,3.5,0.335,1.3,2.7,0.496,0.5,0.5,0.6,0.8,0.8,2.1,2.9,1.1,0.6,0.5,0.7,2.1,6.7,,FALSE
2024-25,312,quinole01,Lester Quiñones,24,2TM,SG,13,0,14.1,2.4,6,0.397,1,3.4,0.295,1.4,2.6,0.529,0.481,0.8,1,0.846,0.3,1.2,1.5,1.8,0.2,0.2,1.1,1.4,6.6,,TRUE
2024-25,313,micicva01,Vasilije Micić,31,2TM,PG,41,16,19.1,2.3,6.7,0.348,1.1,3,0.36,1.2,3.6,0.338,0.43,0.8,1,0.829,0.5,1.7,2.2,3.1,0.4,0,1.9,1.1,6.6,,TRUE
2024-25,314,achiupr01,Precious Achiuwa,25,NYK,C,57,10,20.5,2.9,5.7,0.502,0.2,0.6,0.278,2.7,5.1,0.529,0.517,0.7,1.2,0.594,1.8,3.8,5.6,1,0.8,0.7,0.8,1.4,6.6,,FALSE
2024-25,315,jackstr02,Trayce Jackson-Davis,24,GSW,C,62,37,15.6,2.8,4.9,0.576,0,0,0,2.8,4.8,0.582,0.576,1,1.6,0.578,2,3,5,1.7,0.4,0.6,0.7,1.2,6.6,,FALSE
2024-25,316,sassema01,Marcus Sasser,24,DET,PG,57,1,14.2,2.4,5.2,0.463,1,2.7,0.382,1.4,2.5,0.549,0.561,0.8,0.9,0.843,0.3,0.9,1.2,2.3,0.6,0.1,0.9,1.3,6.6,,FALSE
2024-25,317,willivi01,Vince Williams Jr.,24,MEM,SG,27,5,18.5,2.5,6.2,0.401,1,3.5,0.274,1.5,2.7,0.569,0.479,0.7,0.9,0.792,0.8,2.8,3.6,2,0.4,0.3,1.2,1.7,6.6,,FALSE
2024-25,318,bryanth01,Thomas Bryant,27,2TM,C,66,8,14.6,2.5,4.9,0.508,0.7,2.2,0.324,1.7,2.6,0.665,0.583,0.8,1,0.859,1.3,2.5,3.8,0.8,0.4,0.6,0.5,1.2,6.5,,TRUE
2024-25,319,clingdo01,Donovan Clingan,20,POR,C,67,37,19.8,2.7,5,0.539,0.2,0.7,0.286,2.5,4.3,0.582,0.56,0.9,1.6,0.596,3.2,4.6,7.9,1.1,0.5,1.6,1.1,2.8,6.5,,FALSE
2024-25,320,curryse01,Seth Curry,34,CHO,SG,68,14,15.6,2.4,5,0.478,1.2,2.7,0.456,1.2,2.4,0.503,0.599,0.5,0.6,0.846,0.4,1.3,1.7,0.9,0.4,0.1,0.5,0.9,6.5,,FALSE
2024-25,321,highsha01,Haywood Highsmith,28,MIA,SF,74,42,24.6,2.4,5.3,0.458,1.2,3.1,0.382,1.2,2.1,0.57,0.572,0.4,0.6,0.721,1,2.4,3.4,1.5,0.9,0.5,0.7,2.2,6.5,,FALSE
2024-25,322,hortota01,Talen Horton-Tucker,24,CHI,SG,58,0,12.5,2.3,5,0.457,0.7,2.1,0.336,1.6,2.9,0.544,0.527,1.2,1.7,0.735,0.3,1.4,1.7,1.4,0.4,0.2,0.7,1,6.5,,FALSE
2024-25,323,lylestr01,Trey Lyles,29,SAC,PF,69,5,19.6,2.3,5.4,0.42,1.2,3.4,0.34,1.1,2,0.559,0.528,0.8,1.2,0.7,1.2,3.4,4.6,1.2,0.6,0.3,0.6,1.2,6.5,,FALSE
2024-25,324,mitchaj01,Ajay Mitchell,22,OKC,SG,36,1,16.6,2.5,5.1,0.495,0.6,1.7,0.383,1.9,3.4,0.548,0.557,0.8,1,0.829,0.5,1.4,1.9,1.8,0.7,0.1,0.8,1.9,6.5,,FALSE
2024-25,325,paytoga02,Gary Payton II,32,GSW,SG,62,11,15,2.8,4.8,0.574,0.5,1.5,0.326,2.3,3.3,0.69,0.626,0.4,0.6,0.711,0.9,2.1,3,1.3,0.8,0.3,0.6,1.7,6.5,,FALSE
2024-25,326,colliza01,Zach Collins,27,2TM,PF,64,12,15.3,2.4,4.7,0.507,0.5,1.7,0.302,1.9,3.1,0.617,0.56,1.1,1.2,0.885,1.6,2.9,4.5,1.7,0.5,0.5,0.9,2.1,6.4,,TRUE
2024-25,327,dunnkr01,Kris Dunn,30,LAC,PG,74,58,24.1,2.6,5.9,0.439,1,3,0.335,1.6,2.9,0.549,0.525,0.2,0.3,0.682,0.7,2.7,3.4,2.8,1.7,0.4,1,2.7,6.4,,FALSE
2024-25,328,hollaro01,Ron Holland,19,DET,SF,81,2,15.6,2.4,5.1,0.474,0.4,1.9,0.238,2,3.3,0.608,0.517,1.1,1.5,0.754,0.5,2.2,2.7,1,0.6,0.2,0.9,1.7,6.4,,FALSE
2024-25,329,martike04,KJ Martin,24,2TM,PF,43,16,21.2,2.6,4.7,0.552,0.3,1.3,0.259,2.2,3.3,0.671,0.59,0.9,1.1,0.787,0.7,2.2,2.9,1.1,0.4,0.5,0.6,2.3,6.4,,TRUE
2024-25,330,vincega01,Gabe Vincent,28,LAL,PG,72,11,21.2,2.3,5.8,0.4,1.5,4.3,0.353,0.8,1.5,0.532,0.53,0.2,0.3,0.714,0.3,1,1.3,1.4,0.7,0.2,0.6,2.1,6.4,,FALSE
2024-25,331,mamuksa01,Sandro Mamukelashvili,25,SAS,PF,61,0,11.2,2.3,4.6,0.502,1,2.6,0.373,1.3,2,0.675,0.609,0.7,1,0.741,1,2,3.1,0.8,0.4,0.3,0.4,1,6.3,,FALSE
2024-25,332,robinje02,Jeremiah Robinson-Earl,24,NOP,PF,66,9,18.8,2.4,5.3,0.455,0.8,2.5,0.341,1.5,2.8,0.557,0.536,0.7,0.8,0.836,1.7,3.1,4.8,1.3,0.6,0.1,0.8,1.2,6.3,,FALSE
2024-25,333,willike04,Kenrich Williams,30,OKC,PF,69,7,16.4,2.5,5.1,0.483,1,2.5,0.386,1.5,2.7,0.574,0.576,0.4,0.6,0.718,0.9,2.6,3.5,1.4,0.6,0.1,0.6,1.6,6.3,,FALSE
2024-25,334,hylanbo01,Bones Hyland,24,2TM,PG,24,0,10,2,4.9,0.398,1.3,3.4,0.39,0.6,1.5,0.417,0.534,1,1.1,0.885,0.2,0.8,1,1.3,0.8,0.2,1,1.2,6.2,,TRUE
2024-25,335,mogbojo01,Jonathan Mogbo,23,TOR,PF,63,18,20.4,2.5,5.7,0.438,0.3,1.1,0.243,2.2,4.5,0.486,0.462,1,1.3,0.732,1.7,3.2,4.9,2.3,0.9,0.5,1.1,2.2,6.2,,FALSE
2024-25,336,rolliry01,Ryan Rollins,22,MIL,PG,56,19,14.6,2.4,4.8,0.487,0.9,2.1,0.408,1.5,2.7,0.55,0.577,0.6,0.8,0.8,0.4,1.6,1.9,1.9,0.8,0.3,0.9,1.6,6.2,,FALSE
2024-25,337,smithdr01,Dru Smith,27,MIA,SG,14,1,19.1,2.2,4.4,0.508,1.1,2.1,0.533,1.1,2.2,0.484,0.639,0.6,0.9,0.75,0.9,1.7,2.6,1.6,1.5,0.4,1.2,2.1,6.2,,FALSE
2024-25,338,okorois01,Isaac Okoro,24,CLE,SG,55,22,19.1,2.3,4.9,0.464,1,2.7,0.371,1.2,2.1,0.586,0.569,0.6,0.8,0.717,0.9,1.5,2.4,1.2,0.6,0.3,0.4,1.9,6.1,,FALSE
2024-25,339,walkeja02,Jarace Walker,21,IND,PF,75,5,15.8,2.3,4.8,0.472,1,2.5,0.405,1.3,2.3,0.543,0.576,0.6,0.9,0.667,0.3,2.7,3.1,1.5,0.7,0.3,1,1.5,6.1,,FALSE
2024-25,340,nfalyda01,N'Faly Dante,23,HOU,C,4,0,12.8,2.5,3.3,0.769,0,0,,2.5,3.3,0.769,0.769,1,1.3,0.8,1.5,3.8,5.3,0.5,0.3,1.3,0.5,2.3,6,,FALSE
2024-25,341,gueyemo02,Mouhamed Gueye,22,ATL,PF,33,28,16.2,2.2,5.2,0.421,0.6,2.5,0.259,1.5,2.7,0.567,0.482,1,1.3,0.762,1.3,2.9,4.2,0.8,0.8,1,0.5,1.7,6,,FALSE
2024-25,342,kornelu01,Luke Kornet,29,BOS,C,73,16,18.6,2.6,3.8,0.668,0,0,0,2.6,3.8,0.675,0.668,0.9,1.3,0.691,2.6,2.7,5.3,1.6,0.5,1,0.4,1.6,6,,FALSE
2024-25,343,mobleis01,Isaiah Mobley,25,PHI,PF,1,0,17,2,7,0.286,1,3,0.333,1,4,0.25,0.357,1,2,0.5,1,3,4,5,1,1,0,3,6,,FALSE
2024-25,344,stewais01,Isaiah Stewart,23,DET,C,72,4,19.9,2.4,4.4,0.559,0.2,0.7,0.321,2.2,3.6,0.607,0.586,0.9,1.2,0.759,1.8,3.7,5.5,1.7,0.4,1.4,0.9,2.5,6,,FALSE
2024-25,345,wisemja01,James Wiseman,23,IND,C,1,0,5,2,4,0.5,0,1,0,2,3,0.667,0.5,2,2,1,0,1,1,0,0,0,0,0,6,,FALSE
2024-25,346,wongis01,Isaiah Wong,24,CHO,SG,20,0,13.3,2.1,5.3,0.39,0.7,1.7,0.394,1.4,3.6,0.389,0.452,1.3,1.7,0.735,0.7,0.9,1.6,1.4,0.6,0,0.9,1.1,6,,FALSE
2024-25,347,swideco01,Cole Swider,25,2TM,SF,10,0,16.9,2.2,6.3,0.349,1.5,4.7,0.319,0.7,1.6,0.438,0.468,0,0.1,0,0.5,2.2,2.7,0.3,0.4,0.2,0.4,1.2,5.9,,TRUE
2024-25,348,okekech01,Chuma Okeke,26,2TM,PF,9,3,21.8,2.2,4.4,0.5,1.2,3.1,0.393,1,1.3,0.75,0.638,0.2,0.3,0.667,2.3,2.9,5.2,1.7,0.6,0.4,0.3,0.6,5.9,,TRUE
2024-25,349,anderky01,Kyle Anderson,31,2TM,PF,61,4,16.4,2.3,5,0.469,0.4,1.1,0.357,1.9,3.8,0.502,0.51,0.8,1.1,0.738,0.9,2.5,3.4,2.4,0.7,0.5,0.6,1.3,5.9,,TRUE
2024-25,350,fontesi01,Simone Fontecchio,29,DET,SF,75,0,16.5,2,5,0.402,1,3,0.335,1,1.9,0.507,0.504,0.9,1.1,0.833,0.7,2.2,2.9,0.9,0.4,0.2,0.7,1.3,5.9,,FALSE
2024-25,351,gilleco01,Collin Gillespie,25,PHO,PG,33,9,14,2.1,4.8,0.43,1.2,2.7,0.433,0.9,2.1,0.426,0.554,0.6,0.7,0.864,0.7,1.7,2.4,2.4,0.6,0.2,0.5,0.9,5.9,,FALSE
2024-25,352,salauti01,Tidjane Salaün,19,CHO,PF,60,10,20.7,1.9,5.8,0.33,1,3.4,0.283,0.9,2.3,0.4,0.414,1.1,1.6,0.713,1.2,3.5,4.7,1.2,0.5,0.2,1,1.4,5.9,,FALSE
2024-25,353,willija07,Jaylin Williams,22,OKC,PF,47,9,16.7,2.1,4.7,0.439,1.3,3.3,0.399,0.8,1.4,0.529,0.577,0.5,0.6,0.767,1,4.6,5.6,2.6,0.5,0.6,0.7,1.7,5.9,,FALSE
2024-25,354,brownmo01,Moses Brown,25,2TM,C,13,2,9.2,2.6,3.8,0.694,0,0,,2.6,3.8,0.694,0.694,0.6,0.8,0.727,0.9,2.5,3.4,0.2,0.5,0.3,0.8,1.3,5.8,,TRUE
2024-25,355,bonaad01,Adem Bona,21,PHI,C,58,11,15.6,2.3,3.3,0.703,0,0,0,2.3,3.3,0.707,0.703,1.2,1.7,0.67,1.6,2.6,4.2,0.5,0.4,1.2,1.1,2.2,5.8,,FALSE
2024-25,356,jacksqu01,Quenton Jackson,26,IND,PG,28,7,13.6,2.1,4.4,0.475,0.5,1.4,0.375,1.5,2.9,0.524,0.537,1.1,1.4,0.775,0.5,1.1,1.6,1.9,0.8,0.2,0.6,1.5,5.8,,FALSE
2024-25,357,williro04,Robert Williams,27,POR,C,20,3,17.6,2.5,3.9,0.641,0.1,0.2,0.333,2.5,3.8,0.653,0.647,0.8,0.9,0.882,1.8,4.2,5.9,1.1,0.7,1.7,0.9,1.6,5.8,,FALSE
2024-25,358,diabamo01,Moussa Diabaté,23,CHO,C,71,8,17.5,2.4,3.9,0.596,0,0.1,0,2.4,3.9,0.609,0.596,1,1.6,0.595,2.6,3.5,6.2,0.8,0.6,0.6,0.9,1.5,5.7,,FALSE
2024-25,359,shamela01,Landry Shamet,27,NYK,SG,50,0,15.2,2.1,4.6,0.461,1.2,3.1,0.397,0.9,1.5,0.595,0.596,0.2,0.4,0.667,0.2,1,1.2,0.5,0.5,0,0.4,1,5.7,,FALSE
2024-25,360,whiteda01,Dariq Whitehead,20,BRK,SF,20,0,12.3,2,4.8,0.406,1.7,3.7,0.446,0.3,1.1,0.273,0.578,0.2,0.3,0.6,0.2,1.3,1.5,0.6,0.3,0.1,0.8,1.1,5.7,,FALSE
2024-25,361,goodwjo01,Jordan Goodwin,26,LAL,PG,29,5,18.7,2.2,5,0.438,0.9,2.3,0.382,1.3,2.6,0.487,0.528,0.3,0.4,0.818,1.3,2.6,3.9,1.4,1,0.4,0.9,1.5,5.6,,FALSE
2024-25,362,miltosh01,Shake Milton,28,2TM,SG,57,2,14.7,2,4.5,0.453,0.7,1.9,0.358,1.4,2.6,0.52,0.528,0.8,1,0.797,0.5,1.3,1.8,1.8,0.4,0.1,0.7,1.2,5.5,,TRUE
2024-25,363,holidaa01,Aaron Holiday,28,HOU,PG,62,3,12.8,1.9,4.3,0.437,1.2,2.9,0.398,0.7,1.4,0.517,0.571,0.5,0.7,0.829,0.2,1,1.3,1.3,0.3,0.2,0.6,1,5.5,,FALSE
2024-25,364,greenje02,Jeff Green,38,HOU,PF,32,3,12.4,1.9,3.8,0.504,0.9,2.5,0.367,1,1.3,0.762,0.624,0.7,0.8,0.808,0.3,1.5,1.8,0.6,0.2,0.1,0.3,1,5.4,,FALSE
2024-25,365,isaacjo01,Jonathan Isaac,27,ORL,PF,71,1,15.4,1.9,4.6,0.414,0.5,2.1,0.258,1.3,2.4,0.549,0.474,1,1.5,0.682,1.7,2.7,4.4,0.6,0.9,1.1,0.5,1.3,5.4,,FALSE
2024-25,366,wadede01,Dean Wade,28,CLE,PF,59,30,21.2,1.9,4.6,0.413,1.4,3.8,0.36,0.5,0.8,0.653,0.561,0.3,0.5,0.533,0.9,3.4,4.2,1.3,0.7,0.3,0.4,1.7,5.4,,FALSE
2024-25,367,wallake01,Keaton Wallace,25,ATL,PG,31,5,16.2,2.1,5.2,0.401,0.9,2.6,0.329,1.2,2.6,0.475,0.485,0.4,0.4,1,0.2,1.4,1.6,2.6,0.9,0.3,1.1,1.3,5.4,,FALSE
2024-25,368,bufkiko01,Kobe Bufkin,21,ATL,SG,10,0,12.4,1.8,4.7,0.383,0.4,1.9,0.211,1.4,2.8,0.5,0.426,1.3,1.8,0.722,0.5,1.6,2.1,1.7,0.3,0.2,0.8,0.9,5.3,,FALSE
2024-25,369,cainja01,Jamal Cain,25,NOP,SF,37,0,13.6,1.8,4.3,0.43,0.7,2.2,0.325,1.1,2.1,0.538,0.513,0.9,1.4,0.68,0.7,1.6,2.3,0.6,0.6,0.2,0.6,1.2,5.3,,FALSE
2024-25,370,connapa01,Pat Connaughton,32,MIL,SG,41,1,14.7,2,4.3,0.469,0.6,2,0.321,1.4,2.3,0.594,0.542,0.6,0.8,0.774,0.5,2.2,2.7,1.7,0.2,0.3,0.6,1.1,5.3,,FALSE
2024-25,371,loveke01,Kevin Love,36,MIA,PF,23,9,10.9,1.8,5,0.357,1,2.9,0.358,0.7,2.1,0.354,0.461,0.7,1,0.696,1,3.1,4.1,1,0.7,0.2,0.6,0.9,5.3,,FALSE
2024-25,372,sheppbe01,Ben Sheppard,23,IND,SG,63,9,19.5,1.9,4.6,0.418,1.1,3.2,0.342,0.8,1.4,0.591,0.537,0.4,0.4,0.889,0.7,2.1,2.8,1.3,0.6,0.2,0.3,2,5.3,,FALSE
2024-25,373,morrimo01,Monte Morris,29,PHO,PG,45,0,12.7,1.8,4.3,0.426,0.7,1.9,0.36,1.2,2.4,0.477,0.505,0.8,0.9,0.857,0.3,1.2,1.5,1.6,0.4,0.1,0.5,0.5,5.2,,FALSE
2024-25,374,walkeja01,Jabari Walker,22,POR,PF,60,1,12.5,2,3.8,0.515,0.5,1.2,0.389,1.5,2.6,0.573,0.576,0.8,1.2,0.69,1,2.5,3.5,0.6,0.6,0.1,0.6,1.5,5.2,,FALSE
2024-25,375,greenja02,Javonte Green,31,2TM,SG,68,19,18.5,1.8,4.2,0.429,0.7,2.1,0.326,1.1,2.1,0.527,0.509,0.8,1.1,0.724,0.9,2.3,3.2,0.8,1,0.5,0.5,1.4,5.1,,TRUE
2024-25,376,reeseal01,Alex Reese,25,2TM,PF,15,0,14.4,1.7,3.6,0.481,1,2.7,0.366,0.7,0.9,0.846,0.62,0.6,0.8,0.75,0.6,2.5,3.1,0.3,0.7,0.7,0.4,1.4,5.1,,TRUE
2024-25,377,biyombi01,Bismack Biyombo,32,SAS,C,28,26,18.9,2.4,4.1,0.588,0,0,,2.4,4.1,0.588,0.588,0.4,0.9,0.4,1.5,4.1,5.6,1.1,0.6,0.8,1,1.9,5.1,,FALSE
2024-25,378,robinmi01,Mitchell Robinson,26,NYK,C,17,3,17.1,2.2,3.3,0.661,0,0,,2.2,3.3,0.661,0.661,0.8,1.1,0.684,3.1,2.9,5.9,0.8,0.9,1.1,0.6,1.5,5.1,,FALSE
2024-25,379,joneska01,Kai Jones,24,2TM,C,40,6,11.7,2.2,2.7,0.798,0,0.1,0.2,2.2,2.6,0.827,0.803,0.6,0.8,0.719,1,2.1,3.1,0.6,0.4,0.6,0.5,1.3,5,,TRUE
2024-25,380,simmobe01,Ben Simmons,28,2TM,PG,51,24,22,2.3,4.4,0.52,0,0,,2.3,4.4,0.52,0.52,0.5,0.6,0.727,0.9,3.8,4.7,5.6,0.7,0.5,2,2.1,5,,TRUE
2024-25,381,branhma01,Malaki Branham,21,SAS,SG,47,0,9.1,1.9,4,0.458,0.7,1.8,0.405,1.1,2.3,0.5,0.547,0.6,0.7,0.818,0.1,0.9,1.1,0.8,0.2,0,0.7,0.6,5,,FALSE
2024-25,382,quetane01,Neemias Queta,25,BOS,C,62,6,13.9,2.1,3.3,0.65,0,0,0,2.1,3.2,0.66,0.65,0.7,1,0.754,1.4,2.4,3.8,0.7,0.3,0.7,0.6,1.7,5,,FALSE
2024-25,383,willial06,Alondes Williams,25,DET,SG,1,0,4,2,2,1,1,1,1,1,1,1,1.25,0,0,,0,0,0,1,0,0,0,0,5,,FALSE
